"match_id","date","fighter","opponent","winner","weight_class"
121,"2019-03-23","Alexis Davis","Jennifer Maia",0,"Women's Flyweight"
122,"2019-03-23","Angela Hill","Randa Markos",0,"Women's Strawweight"
123,"2019-03-23","Chris Gutierrez","Ryan MacDonald",1,"Bantamweight"
124,"2019-03-23","Eric Shelton","Jordan Espinosa",0,"Flyweight"
125,"2019-03-16","Darren Till","Jorge Masvidal",0,"Welterweight"
126,"2019-03-16","Gunnar Nelson","Leon Edwards",0,"Welterweight"
127,"2019-03-16","Dominick Reyes","Volkan Oezdemir",1,"Light Heavyweight"
128,"2019-03-16","Jose Quinonez","Nathaniel Wood",0,"Bantamweight"
129,"2019-03-16","Claudio Silva","Danny Roberts",1,"Welterweight"
130,"2019-03-16","Jack Marshman","John Phillips",1,"Middleweight"
131,"2019-03-16","Arnold Allen","Jordan Rinaldi",1,"Featherweight"
132,"2019-03-16","Joe Duffy","Marc Diakiese",0,"Lightweight"
133,"2019-03-16","Nicolae Negumereanu","Saparbeg Safarov",0,"Light Heavyweight"
134,"2019-03-16","Dan Ige","Danny Henry",1,"Featherweight"
135,"2019-03-16","Molly McCann","Priscila Cachoeira",1,"Women's Flyweight"
136,"2019-03-16","Mike Grundy","Nad Narimani",1,"Featherweight"
137,"2019-03-09","Derrick Lewis","Junior Dos Santos",0,"Heavyweight"
138,"2019-03-09","Curtis Millender","Elizeu Zaleski dos Santos",0,"Welterweight"
139,"2019-03-09","Niko Price","Tim Means",1,"Welterweight"
140,"2019-03-09","Ben Rothwell","Blagoy Ivanov",0,"Heavyweight"
141,"2019-03-09","Beneil Dariush","Drew Dober",1,"Lightweight"
142,"2019-03-09","Omari Akhmedov","Tim Boetsch",1,"Middleweight"
143,"2019-03-09","Anthony Rocco Martin","Sergio Moraes",1,"Welterweight"
144,"2019-03-09","Marion Reneau","Yana Kunitskaya",0,"Women's Bantamweight"
145,"2019-03-09","Grant Dawson","Julian Erosa",1,"Featherweight"
146,"2019-03-09","Jeff Hughes","Maurice Greene",0,"Heavyweight"
147,"2019-03-09","Louis Smolka","Matt Schnell",0,"Bantamweight"
148,"2019-03-09","Alex Morono","Zak Ottow",1,"Welterweight"
149,"2019-03-09","Alex White","Dan Moret",1,"Lightweight"
150,"2019-03-02","Anthony Smith","Jon Jones",0,"Light Heavyweight"
151,"2019-03-02","Kamaru Usman","Tyron Woodley",1,"Welterweight"
152,"2019-03-02","Ben Askren","Robbie Lawler",1,"Welterweight"
153,"2019-03-02","Tecia Torres","Weili Zhang",0,"Women's Strawweight"
154,"2019-03-02","Cody Garbrandt","Pedro Munhoz",0,"Bantamweight"
155,"2019-03-02","Jeremy Stephens","Zabit Magomedsharipov",0,"Featherweight"
156,"2019-03-02","Johnny Walker","Misha Cirkunov",1,"Light Heavyweight"
157,"2019-03-02","Alejandro Perez","Cody Stamann",0,"Bantamweight"
158,"2019-03-02","Diego Sanchez","Mickey Gall",1,"Welterweight"
159,"2019-03-02","Charles Byrd","Edmen Shahbazyan",0,"Middleweight"
160,"2019-03-02","Gina Mazany","Macy Chiasson",0,"Women's Bantamweight"
161,"2019-03-02","Hannah Cifers","Polyana Viana",1,"Women's Strawweight"
162,"2019-02-23","Jan Blachowicz","Thiago Santos",0,"Light Heavyweight"
163,"2019-02-23","Marcos Rogerio de Lima","Stefan Struve",0,"Heavyweight"
164,"2019-02-23","Gian Villante","Michal Oleksiejczuk",0,"Light Heavyweight"
165,"2019-02-23","Liz Carmouche","Lucie Pudilova",1,"Women's Flyweight"
166,"2019-02-23","John Dodson","Petr Yan",0,"Bantamweight"
167,"2019-02-23","Klidson Abreu","Magomed Ankalaev",0,"Light Heavyweight"
168,"2019-02-23","Carlo Pedersoli","Dwight Grant",0,"Welterweight"
169,"2019-02-23","Chris Fishgold","Daniel Teymur",1,"Featherweight"
170,"2019-02-23","Gillian Robertson","Veronica Macedo",1,"Women's Flyweight"
171,"2019-02-23","Damir Hadzovic","Polo Reyes",1,"Lightweight"
172,"2019-02-23","Ismail Naurdiev","Michel Prazeres",1,"Welterweight"
173,"2019-02-23","Diego Ferreira","Rustam Khabilov",1,"Lightweight"
174,"2019-02-23","Damir Ismagulov","Joel Alvarez",1,"Lightweight"
175,"2019-02-17","Cain Velasquez","Francis Ngannou",0,"Heavyweight"
176,"2019-02-17","James Vick","Paul Felder",0,"Lightweight"
177,"2019-02-17","Cortney Casey","Cynthia Calvillo",0,"Women's Strawweight"
178,"2019-02-17","Alex Caceres","Kron Gracie",0,"Featherweight"
179,"2019-02-17","Bryan Barberena","Vicente Luque",0,"Welterweight"
180,"2019-02-17","Andre Fili","Myles Jury",1,"Featherweight"
181,"2019-02-17","Aljamain Sterling","Jimmie Rivera",1,"Bantamweight"
182,"2019-02-17","Benito Lopez","Manny Bermudez",0,"Bantamweight"
183,"2019-02-17","Andrea Lee","Ashlee Evans-Smith",1,"Women's Flyweight"
184,"2019-02-17","Nik Lentz","Scott Holtzman",1,"Lightweight"
185,"2019-02-17","Luke Sanders","Renan Barao",1,"Bantamweight"
186,"2019-02-17","Alexandra Albu","Emily Whitmire",0,"Women's Strawweight"
187,"2019-02-09","Anderson Silva","Israel Adesanya",0,"Middleweight"
188,"2019-02-09","Lando Vannata","Marcos Mariano",1,"Lightweight"
189,"2019-02-09","Rani Yahya","Ricky Simon",0,"Bantamweight"
190,"2019-02-09","Montana De La Rosa","Nadia Kassem",1,"Women's Flyweight"
191,"2019-02-09","Jimmy Crute","Sam Alvey",1,"Light Heavyweight"
192,"2019-02-09","Devonte Smith","Dong Hyun Ma",1,"Lightweight"
193,"2019-02-09","Austin Arnett","Shane Young",0,"Featherweight"
194,"2019-02-09","Kai Kara-France","Raulian Paiva",1,"Flyweight"
195,"2019-02-09","Kyung Ho Kang","Teruto Ishihara",1,"Bantamweight"
196,"2019-02-09","Callan Potter","Jalin Turner",0,"Lightweight"
197,"2019-02-09","Jonathan Martinez","Wuliji Buren",1,"Bantamweight"
198,"2019-02-02","Marlon Moraes","Raphael Assuncao",1,"Bantamweight"
199,"2019-02-02","Jose Aldo","Renato Moicano",1,"Featherweight"
200,"2019-02-02","Demian Maia","Lyman Good",1,"Welterweight"
201,"2019-02-02","Charles Oliveira","David Teymur",1,"Lightweight"
202,"2019-02-02","Johnny Walker","Justin Ledet",1,"Light Heavyweight"
203,"2019-02-02","Livinha Souza","Sarah Frota",1,"Women's Strawweight"
204,"2019-02-02","Anthony Hernandez","Markus Perez",0,"Middleweight"
205,"2019-02-02","Mara Romero Borella","Taila Santos",1,"Women's Flyweight"
206,"2019-02-02","Max Griffin","Thiago Alves",0,"Welterweight"
207,"2019-02-02","Jairzinho Rozenstruik","Junior Albini",1,"Heavyweight"
208,"2019-02-02","Felipe Colares","Geraldo de Freitas",0,"Featherweight"
209,"2019-02-02","Ricardo Ramos","Said Nurmagomedov",0,"Bantamweight"
210,"2019-02-02","Magomed Bibulatov","Rogerio Bontorin",0,"Flyweight"
211,"2019-01-19","Henry Cejudo","TJ Dillashaw",1,"Flyweight"
212,"2019-01-19","Allen Crowder","Greg Hardy",1,"Heavyweight"
213,"2019-01-19","Gregor Gillespie","Yancy Medeiros",1,"Lightweight"
214,"2019-01-19","Dustin Ortiz","Joseph Benavidez",0,"Flyweight"
215,"2019-01-19","Paige VanZant","Rachael Ostovich",1,"Women's Flyweight"
216,"2019-01-19","Glover Teixeira","Karl Roberson",1,"Light Heavyweight"
217,"2019-01-19","Alexander Hernandez","Donald Cerrone",0,"Lightweight"
218,"2019-01-19","Ariane Lipski","Joanne Calderwood",0,"Women's Flyweight"
219,"2019-01-19","Alonzo Menifield","Vinicius Moreira",1,"Light Heavyweight"
220,"2019-01-19","Cory Sandhagen","Mario Bautista",1,"Bantamweight"
221,"2019-01-19","Dennis Bermudez","Te Edwards",1,"Lightweight"
222,"2019-01-19","Belal Muhammad","Geoff Neal",0,"Welterweight"
223,"2019-01-19","Chance Rencountre","Kyle Stewart",1,"Welterweight"
224,"2018-12-29","Alexander Gustafsson","Jon Jones",0,"Light Heavyweight"
225,"2018-12-29","Amanda Nunes","Cris Cyborg",1,"Women's Featherweight"
226,"2018-12-29","Carlos Condit","Michael Chiesa",0,"Welterweight"
227,"2018-12-29","Corey Anderson","Ilir Latifi",1,"Light Heavyweight"
228,"2018-12-29","Alexander Volkanovski","Chad Mendes",1,"Featherweight"
229,"2018-12-29","Andrei Arlovski","Walt Harris",0.5,"Heavyweight"
230,"2018-12-29","Cat Zingano","Megan Anderson",0,"Women's Featherweight"
231,"2018-12-29","Douglas Silva de Andrade","Petr Yan",0,"Bantamweight"
232,"2018-12-29","BJ Penn","Ryan Hall",0,"Lightweight"
233,"2018-12-29","Andre Ewell","Nathaniel Wood",0,"Bantamweight"
234,"2018-12-29","Bevon Lewis","Uriah Hall",0,"Middleweight"
235,"2018-12-29","Curtis Millender","Siyar Bahadurzada",1,"Welterweight"
236,"2018-12-29","Brian Kelleher","Montel Jackson",0,"Bantamweight"
237,"2018-12-15","Al Iaquinta","Kevin Lee",1,"Lightweight"
238,"2018-12-15","Dan Hooker","Edson Barboza",0,"Lightweight"
239,"2018-12-15","Rob Font","Sergio Pettis",1,"Bantamweight"
240,"2018-12-15","Charles Oliveira","Jim Miller",1,"Lightweight"
241,"2018-12-15","Dwight Grant","Zak Ottow",0,"Welterweight"
242,"2018-12-15","Bobby Green","Drakkar Klose",0,"Lightweight"
243,"2018-12-15","Jared Gordon","Joaquim Silva",0,"Lightweight"
244,"2018-12-15","Gerald Meerschaert","Jack Hermansson",0,"Middleweight"
245,"2018-12-15","Trevor Smith","Zak Cummings",0,"Middleweight"
246,"2018-12-15","Dan Ige","Jordan Griffin",1,"Featherweight"
247,"2018-12-15","Adam Milstead","Mike Rodriguez",0,"Light Heavyweight"
248,"2018-12-15","Chris de la Rocha","Juan Adams",0,"Heavyweight"
249,"2018-12-08","Brian Ortega","Max Holloway",0,"Featherweight"
250,"2018-12-08","Joanna Jedrzejczyk","Valentina Shevchenko",0,"Women's Flyweight"
251,"2018-12-08","Alex Oliveira","Gunnar Nelson",0,"Welterweight"
252,"2018-12-08","Hakeem Dawodu","Kyle Bochniak",1,"Featherweight"
253,"2018-12-08","Jimi Manuwa","Thiago Santos",0,"Light Heavyweight"
254,"2018-12-08","Claudia Gadelha","Nina Ansaroff",0,"Women's Strawweight"
255,"2018-12-08","Gilbert Burns","Olivier Aubin-Mercier",1,"Lightweight"
256,"2018-12-08","Jessica Eye","Katlyn Chookagian",1,"Women's Flyweight"
257,"2018-12-08","Elias Theodorou","Eryk Anders",1,"Middleweight"
258,"2018-12-08","Brad Katona","Matthew Lopez",1,"Bantamweight"
259,"2018-12-08","Chad Laprise","Dhiego Lima",0,"Welterweight"
260,"2018-12-08","Diego Ferreira","Kyle Nelson",1,"Lightweight"
261,"2018-12-08","Aleksandar Rakic","Devin Clark",1,"Light Heavyweight"
262,"2018-12-01","Junior Dos Santos","Tai Tuivasa",1,"Heavyweight"
263,"2018-12-01","Mauricio Rua","Tyson Pedro",1,"Light Heavyweight"
264,"2018-12-01","Justin Willis","Mark Hunt",1,"Heavyweight"
265,"2018-12-01","Anthony Rocco Martin","Jake Matthews",1,"Welterweight"
266,"2018-12-01","Sodiq Yusuff","Suman Mokhtarian",1,"Featherweight"
267,"2018-12-01","Jimmy Crute","Paul Craig",1,"Light Heavyweight"
268,"2018-12-01","Aleksei Kunchenko","Yushin Okami",1,"Welterweight"
269,"2018-12-01","Ben Nguyen","Wilson Reis",0,"Flyweight"
270,"2018-12-01","Keita Nakamura","Salim Touahri",1,"Welterweight"
271,"2018-12-01","Elias Garcia","Kai Kara-France",0,"Flyweight"
272,"2018-12-01","Christos Giagos","Mizuto Hirota",1,"Lightweight"
273,"2018-12-01","Alex Gorgees","Damir Ismagulov",0,"Lightweight"
274,"2018-11-30","Kamaru Usman","Rafael Dos Anjos",1,"Welterweight"
275,"2018-11-30","Juan Espino","Justin Frazier",1,"Heavyweight"
276,"2018-11-30","Macy Chiasson","Pannie Kianzad",1,"Women's Featherweight"
277,"2018-11-30","Bryan Caraway","Pedro Munhoz",0,"Bantamweight"
278,"2018-11-30","Darren Stewart","Edmen Shahbazyan",0,"Middleweight"
279,"2018-11-30","Antonina Shevchenko","Ji Yeon Kim",1,"Women's Flyweight"
280,"2018-11-30","Kevin Aguilar","Rick Glenn",1,"Featherweight"
281,"2018-11-30","Alex Perez","Joseph Benavidez",0,"Flyweight"
282,"2018-11-30","Maurice Greene","Michel Batista",1,"Heavyweight"
283,"2018-11-30","Julija Stoliarenko","Leah Letson",0,"Women's Featherweight"
284,"2018-11-30","Darrell Horcher","Roosevelt Roberts",0,"Lightweight"
285,"2018-11-30","Ricky Rainey","Tim Means",0,"Welterweight"
286,"2018-11-30","Chris Gutierrez","Raoni Barcelos",0,"Bantamweight"
287,"2018-11-24","Curtis Blaydes","Francis Ngannou",0,"Heavyweight"
288,"2018-11-24","Alistair Overeem","Sergei Pavlovich",1,"Heavyweight"
289,"2018-11-24","Song Yadong","Vince Morales",1,"Bantamweight"
290,"2018-11-24","David Zawada","Li Jingliang",0,"Welterweight"
291,"2018-11-24","Alex Morono","Song Kenan",1,"Welterweight"
292,"2018-11-24","Lauren Mueller","Wu Yanan",0,"Women's Flyweight"
293,"2018-11-24","Hu Yaozong","Rashad Coulter",0,"Light Heavyweight"
294,"2018-11-24","Jessica Aguilar","Weili Zhang",0,"Women's Strawweight"
295,"2018-11-24","Liu Pingyuan","Martin Day",1,"Bantamweight"
296,"2018-11-24","Syuri Kondo","Yan Xiaonan",0,"Women's Strawweight"
297,"2018-11-24","John Phillips","Kevin Holland",0,"Middleweight"
298,"2018-11-24","Louis Smolka","Su Mudaerji",1,"Bantamweight"
299,"2018-11-17","Neil Magny","Santiago Ponzinibbio",0,"Welterweight"
300,"2018-11-17","Darren Elkins","Ricardo Lamas",0,"Featherweight"
301,"2018-11-17","Johnny Walker","Khalil Rountree Jr.",1,"Light Heavyweight"
302,"2018-11-17","Cezar Ferreira","Ian Heinisch",0,"Middleweight"
303,"2018-11-17","Guido Cannetti","Marlon Vera",0,"Bantamweight"
304,"2018-11-17","Cynthia Calvillo","Poliana Botelho",1,"Women's Strawweight"
305,"2018-11-17","Bartosz Fabinski","Michel Prazeres",0,"Welterweight"
306,"2018-11-17","Alexandre Pantoja","Ulka Sasaki",1,"Flyweight"
307,"2018-11-17","Austin Arnett","Humberto Bandenay",1,"Featherweight"
308,"2018-11-17","Hector Aldana","Laureano Staropoli",0,"Welterweight"
309,"2018-11-17","Devin Powell","Jesus Pinedo",0,"Lightweight"
310,"2018-11-17","Anderson Dos Santos","Nad Narimani",0,"Featherweight"
311,"2018-11-10","Chan Sung Jung","Yair Rodriguez",0,"Featherweight"
312,"2018-11-10","Donald Cerrone","Mike Perry",1,"Welterweight"
313,"2018-11-10","Germaine de Randamie","Raquel Pennington",1,"Women's Bantamweight"
314,"2018-11-10","Beneil Dariush","Thiago Moises",1,"Lightweight"
315,"2018-11-10","Hannah Cifers","Maycee Barber",0,"Women's Strawweight"
316,"2018-11-10","Luis Pena","Michael Trizano",0,"Lightweight"
317,"2018-11-10","Amanda Cooper","Ashley Yoder",0,"Women's Strawweight"
318,"2018-11-10","Bobby Moffett","Chas Skelly",1,"Featherweight"
319,"2018-11-10","Davi Ramos","John Gunther",1,"Lightweight"
320,"2018-11-10","Devonte Smith","Julian Erosa",1,"Lightweight"
321,"2018-11-10","Eric Shelton","Joseph Morales",1,"Flyweight"
322,"2018-11-10","Joby Sanchez","Mark De La Rosa",0,"Bantamweight"
323,"2018-11-03","Daniel Cormier","Derrick Lewis",1,"Heavyweight"
324,"2018-11-03","Chris Weidman","Jacare Souza",0,"Middleweight"
325,"2018-11-03","David Branch","Jared Cannonier",0,"Middleweight"
326,"2018-11-03","Jack Marshman","Karl Roberson",0,"Middleweight"
327,"2018-11-03","Derek Brunson","Israel Adesanya",0,"Middleweight"
328,"2018-11-03","Jason Knight","Jordan Rinaldi",0,"Featherweight"
329,"2018-11-03","Roxanne Modafferi","Sijara Eubanks",0,"Women's Flyweight"
330,"2018-11-03","Julio Arce","Sheymon Moraes",0,"Featherweight"
331,"2018-11-03","Ben Saunders","Lyman Good",0,"Welterweight"
332,"2018-11-03","Lando Vannata","Matt Frevola",0.5,"Lightweight"
333,"2018-11-03","Kurt Holobaugh","Shane Burgos",0,"Featherweight"
334,"2018-11-03","Adam Wieczorek","Marcos Rogerio de Lima",0,"Heavyweight"
335,"2018-10-27","Anthony Smith","Volkan Oezdemir",1,"Light Heavyweight"
336,"2018-10-27","Artem Lobov","Michael Johnson",0,"Featherweight"
337,"2018-10-27","Misha Cirkunov","Patrick Cummins",1,"Light Heavyweight"
338,"2018-10-27","Andre Soukhamthath","Jonathan Martinez",1,"Bantamweight"
339,"2018-10-27","Ed Herman","Gian Villante",0,"Light Heavyweight"
340,"2018-10-27","Alex Garcia","Court McGee",0,"Welterweight"
341,"2018-10-27","Nordine Taleb","Sean Strickland",0,"Welterweight"
342,"2018-10-27","Nasrat Haqparast","Thibault Gouti",1,"Lightweight"
343,"2018-10-27","Calvin Kattar","Chris Fishgold",1,"Featherweight"
344,"2018-10-27","Sarah Moras","Talita Bernardo",0,"Women's Bantamweight"
345,"2018-10-27","Don Madge","Te Edwards",1,"Lightweight"
346,"2018-10-27","Arjan Bhullar","Marcelo Golm",1,"Heavyweight"
347,"2018-10-27","Jessin Ayari","Stevie Ray",0,"Lightweight"
348,"2018-10-06","Conor McGregor","Khabib Nurmagomedov",0,"Lightweight"
349,"2018-10-06","Anthony Pettis","Tony Ferguson",0,"Lightweight"
350,"2018-10-06","Dominick Reyes","Ovince Saint Preux",1,"Light Heavyweight"
351,"2018-10-06","Alexander Volkov","Derrick Lewis",0,"Heavyweight"
352,"2018-10-06","Felice Herrig","Michelle Waterson",0,"Women's Strawweight"
353,"2018-10-06","Jussier Formiga","Sergio Pettis",1,"Flyweight"
354,"2018-10-06","Jalin Turner","Vicente Luque",0,"Welterweight"
355,"2018-10-06","Aspen Ladd","Tonya Evinger",1,"Women's Bantamweight"
356,"2018-10-06","Alan Patrick","Scott Holtzman",0,"Lightweight"
357,"2018-10-06","Lina Lansberg","Yana Kunitskaya",0,"Women's Bantamweight"
358,"2018-10-06","Gray Maynard","Nik Lentz",0,"Lightweight"
